Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Glycerophospholipid metabolism	18/98	1.500793e-01	9.999939e-01	0	0	1.360676e+00	2.580647e+00	PLA2G2F;DGKE;LYPLA1;LPGAT1;PCYT1A;PNPLA7;PLA2G2C;AGPAT3;PLD2;ETNPPL;PLA2G15;PLPP4;GPAT4;ETNK1;LPCAT2;CEPT1;GPD1L;CDS2
KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	2/5	1.504017e-01	9.999939e-01	0	0	4.026995e+00	7.628923e+00	HK2;HK1
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	6/26	1.540090e-01	9.999939e-01	0	0	1.812906e+00	3.391482e+00	PGAP1;PIGT;PIGN;PIGQ;PIGG;GPLD1
KEGG_2021_Human	Apelin signaling pathway	24/137	1.606391e-01	9.999939e-01	0	0	1.284662e+00	2.349126e+00	HDAC4;BECN1;PRKAA1;SPHK2;PRKAG1;UCP1;PRKAG2;ADCY3;PLAT;GNG12;PRKAB1;RYR3;TGFBR1;SLC8A3;LIPE;ADCY9;CCND1;GNG5;GNAQ;GNG7;AKT3;RPS6KB2;GNB4;AKT1
KEGG_2021_Human	Spliceosome	26/150	1.624683e-01	9.999939e-01	0	0	1.268340e+00	2.304919e+00	U2AF1L5;TCERG1;DHX8;DDX46;DDX23;HNRNPU;ZMAT2;U2AF2;HNRNPA1;SMNDC1;BUD31;HSPA6;THOC1;PRPF40A;LSM5;CRNKL1;XAB2;RBMXL2;PRPF6;SRSF2;SRSF4;SNRPF;SRSF6;SLU7;RBMX;RBM22
KEGG_2021_Human	Vasopressin-regulated water reabsorption	9/44	1.640986e-01	9.999939e-01	0	0	1.554203e+00	2.808892e+00	DYNC2H1;RAB5B;RAB5C;ADCY9;CREB1;CREB3L4;GNAS;ADCY3;AVP
KEGG_2021_Human	Adipocytokine signaling pathway	13/69	1.741017e-01	9.999939e-01	0	0	1.403361e+00	2.453237e+00	PRKAA1;IRS1;PRKAG1;PRKAG2;PRKAB1;CAMKK2;POMC;RXRA;G6PC3;AKT3;AKT1;NFKBIE;RXRG
KEGG_2021_Human	Amphetamine addiction	13/69	1.741017e-01	9.999939e-01	0	0	1.403361e+00	2.453237e+00	CAMK2B;CAMK2D;JUN;FOS;SIRT1;SLC6A3;PPP1CC;CREB1;CREB3L4;GNAS;FOSB;DRD1;GRIA3
KEGG_2021_Human	Glucagon signaling pathway	19/107	1.784658e-01	9.999939e-01	0	0	1.305550e+00	2.249930e+00	CAMK2B;CREBBP;CAMK2D;PRKAA1;PRKAG1;PRKAG2;PHKB;PRKAB1;SIRT1;GYS1;PPP4C;G6PC3;CREB1;PHKG1;CREB3L4;GNAQ;AKT3;GNAS;AKT1
KEGG_2021_Human	Base excision repair	7/33	1.794180e-01	9.999939e-01	0	0	1.626971e+00	2.795196e+00	POLD3;PARP3;PARP1;POLD1;XRCC1;NEIL1;POLE
KEGG_2021_Human	Osteoclast differentiation	22/127	1.872995e-01	9.999939e-01	0	0	1.267025e+00	2.122325e+00	IFNAR2;JUN;IFNGR1;ITGB3;IFNGR2;STAT2;MITF;TNFRSF11A;PIK3CB;FOS;TGFBR1;CALCR;CREB1;TRAF6;AKT3;AKT1;SIRPA;FOSB;RAC1;MAP2K7;JUNB;IFNAR1
KEGG_2021_Human	Insulin resistance	19/108	1.894307e-01	9.999939e-01	0	0	1.290805e+00	2.147554e+00	PRKAA1;IRS1;PDPK1;PRKAG1;PRKAG2;PIK3CB;PRKAB1;INS;PPP1CC;MLXIPL;GYS1;G6PC3;CREB1;TBC1D4;CREB3L4;AKT3;PPP1R3D;RPS6KB2;AKT1
KEGG_2021_Human	Proteasome	9/46	1.984579e-01	9.999939e-01	0	0	1.470020e+00	2.377285e+00	PSMD9;PSMA6;PSMD14;PSMB3;PSME3;ADRM1;PSMF1;PSMB8;PSMA8
KEGG_2021_Human	Type II diabetes mellitus	9/46	1.984579e-01	9.999939e-01	0	0	1.470020e+00	2.377285e+00	IRS1;ABCC8;CACNA1B;PIK3CB;MAFA;HK2;SOCS4;HK1;INS
KEGG_2021_Human	Caffeine metabolism	2/6	2.050939e-01	9.999939e-01	0	0	3.020070e+00	4.784660e+00	CYP2A7;NAT1
KEGG_2021_Human	Phosphonate and phosphinate metabolism	2/6	2.050939e-01	9.999939e-01	0	0	3.020070e+00	4.784660e+00	PCYT1A;CEPT1
KEGG_2021_Human	Focal adhesion	33/201	2.094502e-01	9.999939e-01	0	0	1.188082e+00	1.857292e+00	LAMC3;SRC;ITGB3;LAMA4;PXN;RASGRF1;PIK3CB;THBS2;COMP;PPP1CC;PAK1;CCND1;AKT3;AKT1;MYL10;TNR;PIP5K1C;RAC1;PAK5;VAV3;JUN;PPP1R12A;PDPK1;CAV1;ITGA2;LAMB1;PARVB;PGF;COL1A2;COL6A2;COL6A1;ITGA7;TLN1
KEGG_2021_Human	Morphine addiction	16/91	2.154144e-01	9.999939e-01	0	0	1.289587e+00	1.979764e+00	KCNJ5;KCNJ6;PDE1A;CACNA1B;ADCY3;GNG12;GABRG2;GABRR3;ADCY9;GNG5;GNG7;GNAS;GNB4;PDE3A;DRD1;PDE8B
KEGG_2021_Human	Small cell lung cancer	16/92	2.286628e-01	9.999939e-01	0	0	1.272544e+00	1.877648e+00	LAMC3;MAX;ITGA2;LAMA4;LAMB1;PIK3CB;CKS1B;GADD45G;RXRA;CDK6;CCND1;TRAF6;AKT3;AKT1;RXRG;BCL2L1
KEGG_2021_Human	Phagosome	25/152	2.446818e-01	9.999939e-01	0	0	1.190117e+00	1.675443e+00	ATP6V1A;COLEC12;RAB5B;RAB5C;SFTPA2;ITGB3;THBS2;MPO;COMP;C3;TUBA1C;TUBA3E;CLEC7A;ATP6V1H;RAC1;ATP6V1G3;ATP6V1F;DYNC2H1;ATP6V0E1;ITGA2;M6PR;HLA-F;MARCO;TLR6;RAB7B
KEGG_2021_Human	Vitamin digestion and absorption	5/24	2.485081e-01	9.999939e-01	0	0	1.589800e+00	2.213447e+00	SLC46A1;AWAT2;SLC52A3;SLC19A3;SLC19A2
KEGG_2021_Human	Cholinergic synapse	19/113	2.488902e-01	9.999939e-01	0	0	1.221788e+00	1.699193e+00	CAMK2B;CHRNB4;CAMK2D;KCNJ6;CACNA1B;ADCY3;PIK3CB;FOS;GNG12;ADCY9;CREB1;GNG5;CREB3L4;GNAQ;GNG7;AKT3;GNB4;AKT1;KCNJ2
KEGG_2021_Human	Chemical carcinogenesis	38/239	2.508988e-01	9.999939e-01	0	0	1.143296e+00	1.580841e+00	NOTCH2;SRC;CACNA1B;ADCY3;PIK3CB;FGF4;SULT1A1;FGF7;HPGDS;RXRA;CCND1;CREB3L4;AKT3;AKT1;RXRG;KPNA1;GSTM4;JUN;CHRNB4;HSP90AA1;UGT1A1;PTGES3;AIP;FOS;ESR1;AR;FGF16;CYP2A7;ADCY9;GSTA5;CREB1;NAT1;GSTA3;FGF18;RPS6KB2;GNAS;UGT2B4;PGR
KEGG_2021_Human	Ether lipid metabolism	9/49	2.549281e-01	9.999939e-01	0	0	1.359531e+00	1.858171e+00	PLA2G2F;GAL3ST1;PLA2G2C;LPCAT2;GDPD3;CEPT1;PAFAH2;PAFAH1B1;PLD2
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	31/193	2.574226e-01	9.999939e-01	0	0	1.156998e+00	1.570088e+00	BECN1;SRC;IFNA2;PIK3CB;C3;TBK1;CCND1;UBB;GNG5;GNG7;AKT3;AKT1;RAC1;MAP2K7;LYN;IFNAR2;MAP2K4;CREBBP;JUN;ANGPT2;IFNGR1;STAT2;NFATC3;FOS;HLA-F;GNG12;NFATC4;CDK6;CREB1;GNB4;IFNAR1
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	7/37	2.668972e-01	9.999939e-01	0	0	1.409712e+00	1.862077e+00	SLC9A3R2;IRS1;PDPK1;SCNN1A;PIK3CB;SGK1;INS
KEGG_2021_Human	RNA polymerase	6/31	2.724796e-01	9.999939e-01	0	0	1.449901e+00	1.885149e+00	POLR2J2;POLR3GL;POLR3E;POLR2G;POLR3K;POLR2L
KEGG_2021_Human	Vibrio cholerae infection	9/50	2.748233e-01	9.999939e-01	0	0	1.326294e+00	1.713077e+00	ATP6V1A;SLC12A2;ATP6V0E1;ADCY9;GNAS;ADCY3;ATP6V1H;ATP6V1G3;ATP6V1F
KEGG_2021_Human	Chronic myeloid leukemia	13/76	2.788491e-01	9.999939e-01	0	0	1.246921e+00	1.592424e+00	CTBP1;ARAF;PIK3CB;CBL;TGFBR1;GADD45G;CDK6;CCND1;MECOM;AKT3;ABL1;AKT1;BCL2L1
KEGG_2021_Human	Prostate cancer	16/97	2.994806e-01	9.999939e-01	0	0	1.193643e+00	1.439182e+00	CREBBP;HSP90AA1;SRD5A2;PDPK1;ARAF;PLAT;PIK3CB;ETV5;INS;AR;CREB1;CCND1;CREB3L4;AKT3;AKT1;ERG
KEGG_2021_Human	Platelet activation	20/124	3.057368e-01	9.999939e-01	0	0	1.162160e+00	1.377195e+00	LYN;P2RY12;GUCY1A2;PPP1R12A;SRC;ITGB3;ITGA2;FGG;ADCY3;PIK3CB;VAMP8;PPP1CC;GP9;ADCY9;COL1A2;GNAQ;AKT3;GNAS;AKT1;TLN1
KEGG_2021_Human	Steroid biosynthesis	4/20	3.141117e-01	9.999939e-01	0	0	1.510042e+00	1.748639e+00	EBP;CYP24A1;CYP51A1;HSD17B7
KEGG_2021_Human	MAPK signaling pathway	45/294	3.179544e-01	9.999939e-01	0	0	1.092543e+00	1.251888e+00	PTPRR;MAX;RASGRF1;ARAF;CACNA1B;HSPB1;NLK;AREG;DUSP16;FGF4;INS;CACNA1I;PAK1;FGF7;CACNG8;RPS6KA5;MECOM;ERBB4;AKT3;MKNK2;AKT1;RAC1;MAP2K7;MAP4K3;MAP2K4;ANGPT4;JUN;DUSP2;ANGPT2;HSPA6;NFATC3;FOS;GNG12;PGF;TGFBR1;GADD45G;FGF16;TRAF6;TAOK2;FGF18;RASA2;MAPKAPK5;MAPT;LAMTOR3;FGFR3
KEGG_2021_Human	Melanoma	12/72	3.222528e-01	9.999939e-01	0	0	1.208339e+00	1.368346e+00	FGF16;FGF7;CDK6;CCND1;AKT3;FGF18;ARAF;AKT1;MITF;PIK3CB;FGF4;GADD45G
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	17/106	3.342143e-01	9.999939e-01	0	0	1.154114e+00	1.264877e+00	ARAF;ADCY3;GATA3;FOS;PLD2;NR4A2;SLC9A3R1;MMP14;ADCY9;CREB1;RXRA;CYP24A1;CREB3L4;SP1;GNAQ;GNAS;RXRG
KEGG_2021_Human	Colorectal cancer	14/86	3.348449e-01	9.999939e-01	0	0	1.174780e+00	1.285312e+00	JUN;ARAF;AXIN1;PIK3CB;FOS;AREG;TGFBR1;GADD45G;BCL2L11;CCND1;AKT3;RPS6KB2;AKT1;RAC1
KEGG_2021_Human	Collecting duct acid secretion	5/27	3.363198e-01	9.999939e-01	0	0	1.372769e+00	1.495896e+00	ATP6V1A;ATP6V0E1;SLC4A1;ATP6V1G3;ATP6V1F
KEGG_2021_Human	Glycosaminoglycan biosynthesis	9/53	3.367924e-01	9.999939e-01	0	0	1.235648e+00	1.344742e+00	NDST2;CHST7;NDST4;XYLT2;XYLT1;CHST4;CHST2;ST3GAL2;HS6ST3
KEGG_2021_Human	Bladder cancer	7/41	3.631882e-01	9.999939e-01	0	0	1.243573e+00	1.259533e+00	RPS6KA5;CCND1;SRC;DAPK1;ARAF;UPK3A;FGFR3
KEGG_2021_Human	Ferroptosis	7/41	3.631882e-01	9.999939e-01	0	0	1.243573e+00	1.259533e+00	GPX4;MAP1LC3C;GSS;PCBP2;SLC40A1;MAP1LC3B2;ATG7
KEGG_2021_Human	Homologous recombination	7/41	3.631882e-01	9.999939e-01	0	0	1.243573e+00	1.259533e+00	MUS81;POLD3;RAD51D;POLD1;TOP3A;TOPBP1;RAD54B
KEGG_2021_Human	Drug metabolism	17/108	3.640044e-01	9.999939e-01	0	0	1.128616e+00	1.140568e+00	GSTM4;RRM1;UGT1A1;ADH1C;NME3;MPO;UCKL1;CYP2A7;HPGDS;GSTA5;NAT1;RRM2B;GSTA3;IMPDH1;UGT2B4;GUSB;ITPA
KEGG_2021_Human	Steroid hormone biosynthesis	10/61	3.651213e-01	9.999939e-01	0	0	1.184433e+00	1.193346e+00	UGT1A1;SULT1E1;SRD5A2;CYP21A2;CYP11A1;HSD3B1;HSD17B3;UGT2B4;HSD17B6;HSD17B7
KEGG_2021_Human	Relaxin signaling pathway	20/129	3.734303e-01	9.999939e-01	0	0	1.108525e+00	1.091923e+00	MAP2K4;JUN;SRC;ADCY3;PIK3CB;FOS;GNG12;TGFBR1;ADCY9;COL1A2;CREB1;GNG5;CREB3L4;GNG7;AKT3;GNAS;GNB4;RLN2;AKT1;MAP2K7
KEGG_2021_Human	Pancreatic secretion	16/102	3.757690e-01	9.999939e-01	0	0	1.123916e+00	1.100067e+00	CPA3;PLA2G2F;SLC12A2;CELA2A;CPB1;PLA2G2C;TRPC1;ATP2A2;ADCY3;RAB27B;SLC4A2;ADCY9;GNAQ;GNAS;RAC1;SLC26A3
KEGG_2021_Human	HIF-1 signaling pathway	17/109	3.790727e-01	9.999939e-01	0	0	1.116283e+00	1.082825e+00	CAMK2B;ANGPT4;CREBBP;CAMK2D;ANGPT2;IFNGR1;IFNGR2;PIK3CB;HK2;HK1;INS;AKT3;NPPA;MKNK2;RPS6KB2;AKT1;EIF4E
KEGG_2021_Human	Renin secretion	11/69	3.902966e-01	9.999939e-01	0	0	1.145568e+00	1.077806e+00	GUCY1A2;EDNRA;CREB1;PDE1A;GNAQ;NPPA;GNAS;PDE3A;REN;KCNJ2;CTSB
KEGG_2021_Human	Pathways in cancer	78/531	3.932573e-01	9.999939e-01	0	0	1.040650e+00	9.712298e-01	RET;LAMC3;IFNA2;ARAF;FZD10;PIK3CB;GLI1;GLI3;GLI2;FGF4;CKS1B;FGF7;EDNRA;CASP7;RPS6KA5;MECOM;CCND1;AKT3;AKT1;RAC1;IL13RA1;IFNAR2;HSP90AA1;WNT5B;DAPK1;IFNGR1;IFNGR2;ITGA2;AXIN1;MITF;FOS;PGF;TGFBR1;AR;ADCY9;TRAF6;IFNAR1;NOTCH2;CAMK2B;CAMK2D;NOTCH1;CTBP1;MAX;LAMA4;ADCY3;CBL;PLD2;BCL2L11;RXRA;GNG5;GNG7;ABL1;HES1;RXRG;GSTM4;CREBBP;JUN;STAT2;WNT7B;LAMB1;GNG12;ESR1;GADD45G;HEYL;FGF16;CDK6;GSTA5;LPAR5;SP1;GSTA3;GNAQ;FGF18;RPS6KB2;CCDC6;GNAS;GNB4;FGFR3;BCL2L1
KEGG_2021_Human	Pancreatic cancer	12/76	3.945990e-01	9.999939e-01	0	0	1.132553e+00	1.053144e+00	CDK6;CCND1;AKT3;RPS6KB2;ARAF;AKT1;PIK3CB;RAC1;TGFBR1;PLD2;GADD45G;BCL2L1
KEGG_2021_Human	Cocaine addiction	8/49	3.949879e-01	9.999939e-01	0	0	1.178512e+00	1.094720e+00	GRM3;JUN;CREB1;CREB3L4;GNAS;FOSB;DRD1;SLC6A3
KEGG_2021_Human	Sphingolipid metabolism	8/49	3.949879e-01	9.999939e-01	0	0	1.178512e+00	1.094720e+00	CERS3;GAL3ST1;CERS6;SPTLC2;SPHK2;SMPD1;DEGS2;CERS2
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	11/70	4.095074e-01	9.999939e-01	0	0	1.126086e+00	1.005370e+00	ATP6V1A;LYN;MAP2K4;PAK1;JUN;ATP6V0E1;SRC;ATP6V1H;RAC1;ATP6V1G3;ATP6V1F
KEGG_2021_Human	Prolactin signaling pathway	11/70	4.095074e-01	9.999939e-01	0	0	1.126086e+00	1.005370e+00	CCND1;SRC;AKT3;AKT1;PIK3CB;PRL;FOS;TNFRSF11A;ESR1;SOCS4;INS
KEGG_2021_Human	Renin-angiotensin system	4/23	4.169946e-01	9.999939e-01	0	0	1.271392e+00	1.112064e+00	CPA3;CTSG;REN;THOP1
KEGG_2021_Human	Glutathione metabolism	9/57	4.221939e-01	9.999939e-01	0	0	1.132413e+00	9.764688e-01	GSTM4;HPGDS;RRM1;GSTA5;NAT8;GPX4;RRM2B;GSTA3;GSS
KEGG_2021_Human	GnRH secretion	10/64	4.257499e-01	9.999939e-01	0	0	1.118435e+00	9.550350e-01	CACNA1I;KCNJ5;KCNJ6;GPER1;TRPC1;GNAQ;AKT3;KISS1R;AKT1;PIK3CB
KEGG_2021_Human	Sphingolipid signaling pathway	18/119	4.263480e-01	9.999939e-01	0	0	1.076438e+00	9.176629e-01	CERS3;CERS6;PDPK1;SPHK2;PPP2R5A;PIK3CB;PLD2;SPTLC2;PPP2R5E;PPP2R3C;GNAQ;SMPD1;AKT3;AKT1;DEGS2;RAC1;MS4A2;CERS2
KEGG_2021_Human	Sulfur metabolism	2/10	4.263645e-01	9.999939e-01	0	0	1.509683e+00	1.286946e+00	SUOX;PAPSS2
KEGG_2021_Human	Synthesis and degradation of ketone bodies	2/10	4.263645e-01	9.999939e-01	0	0	1.509683e+00	1.286946e+00	HMGCS1;HMGCS2
KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	6/37	4.324298e-01	9.999939e-01	0	0	1.168866e+00	9.799014e-01	GLUD1;GOT1;CPS1;ASL;ASPA;ASRGL1
KEGG_2021_Human	Thyroid cancer	6/37	4.324298e-01	9.999939e-01	0	0	1.168866e+00	9.799014e-01	RET;RXRA;CCND1;CCDC6;RXRG;GADD45G
KEGG_2021_Human	Axon guidance	27/182	4.362310e-01	9.999939e-01	0	0	1.052154e+00	8.728494e-01	SEMA5A;CAMK2B;CAMK2D;SEMA3D;SRC;SEMA3E;PIK3CB;SEMA3F;RND1;ROBO1;PAK1;PARD6B;ABLIM2;ABL1;RAC1;EPHB2;LRRC4C;PAK5;WNT5B;PDPK1;SEMA6D;TRPC1;SEMA4B;NFATC3;NFATC4;FES;BMPR1B
KEGG_2021_Human	Ovarian steroidogenesis	8/51	4.407102e-01	9.999939e-01	0	0	1.123566e+00	9.206139e-01	ADCY9;CYP11A1;HSD3B1;GNAS;ADCY3;HSD17B7;LDLR;INS
KEGG_2021_Human	Endocytosis	37/252	4.418824e-01	9.999939e-01	0	0	1.039491e+00	8.489641e-01	ARF3;VPS29;RAB5B;RAB5C;SRC;WIPF2;CBL;RAB22A;PLD2;CYTH3;SNX1;PARD6B;ZFYVE27;RAB11FIP1;PIP5K1C;LDLR;RAB11FIP4;SH3GLB2;USP8;ARFGEF2;IST1;CAV1;GBF1;HSPA6;WWP1;ARAP3;HLA-F;ARFGAP1;TGFBR1;EHD1;EHD2;TRAF6;RUFY2;CHMP4B;AMPH;STAM2;FGFR3
KEGG_2021_Human	Non-alcoholic fatty liver disease	23/155	4.457479e-01	9.999939e-01	0	0	1.052377e+00	8.503227e-01	COX8A;JUN;XBP1;PRKAA1;IRS1;NDUFB11;NDUFA3;NDUFA2;PRKAG1;PRKAG2;NDUFB1;PIK3CB;FOS;PRKAB1;INS;MLXIPL;CASP7;BCL2L11;RXRA;NDUFS7;AKT3;AKT1;RAC1
KEGG_2021_Human	Non-small cell lung cancer	11/72	4.479384e-01	9.999939e-01	0	0	1.089038e+00	8.746056e-01	RET;RXRA;CDK6;CCND1;PDPK1;AKT3;ARAF;AKT1;PIK3CB;RXRG;GADD45G
KEGG_2021_Human	Insulin secretion	13/86	4.510519e-01	9.999939e-01	0	0	1.075480e+00	8.562683e-01	CAMK2B;CAMK2D;ABCC8;ADCY3;GIP;INS;KCNU1;ADCY9;CREB1;CREB3L4;GNAQ;GNAS;KCNMB4
KEGG_2021_Human	Ras signaling pathway	34/232	4.512125e-01	9.999939e-01	0	0	1.037152e+00	8.253831e-01	RAB5B;RAB5C;RASGRF1;FOXO4;PIK3CB;ETS2;FGF4;PLD2;INS;PAK1;FGF7;TBK1;GNG5;GNG7;AKT3;ABL1;AKT1;RAC1;PAK5;PLA2G2F;ANGPT4;ANGPT2;PLA2G2C;GNG12;PGF;TIAM1;FGF16;RASA4;FGF18;RASA2;GNB4;FGFR3;EXOC2;BCL2L1
KEGG_2021_Human	Progesterone-mediated oocyte maturation	15/100	4.533924e-01	9.999939e-01	0	0	1.065753e+00	8.430073e-01	HSP90AA1;ANAPC7;ARAF;ADCY3;PIK3CB;INS;FZR1;ADCY9;AKT3;CDC27;AKT1;ANAPC5;PGR;ANAPC1;MAD1L1
KEGG_2021_Human	Glutamatergic synapse	17/114	4.552108e-01	9.999939e-01	0	0	1.058433e+00	8.329809e-01	TRPC1;SLC1A1;SLC1A2;GRIK3;ADCY3;GRIK2;GNG12;PLD2;GRM3;ADCY9;GNG5;GNAQ;GNG7;GNAS;GNB4;SHANK3;GRIA3
KEGG_2021_Human	Spinocerebellar ataxia	21/143	4.714853e-01	9.999939e-01	0	0	1.039499e+00	7.815653e-01	BECN1;XBP1;PSMD14;KCND3;ADRM1;ATP2A2;OMA1;PIK3CB;PUM2;PSMA8;PSMD9;PSMA6;ATXN2;SP1;PSMB3;GNAQ;AKT3;AKT1;ULK2;GRIA3;ATG2B
KEGG_2021_Human	Taurine and hypotaurine metabolism	2/11	4.772094e-01	9.999939e-01	0	0	1.341862e+00	9.927095e-01	GADL1;CSAD
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	2/11	4.772094e-01	9.999939e-01	0	0	1.341862e+00	9.927095e-01	COQ7;COQ5
KEGG_2021_Human	PPAR signaling pathway	11/74	4.860882e-01	9.999939e-01	0	0	1.054342e+00	7.605654e-01	RXRA;HMGCS1;PDPK1;SCD;PLIN4;UCP1;PLIN2;HMGCS2;PLTP;RXRG;PLIN5
KEGG_2021_Human	Protein digestion and absorption	15/103	5.019225e-01	9.999939e-01	0	0	1.029239e+00	7.094643e-01	CPA3;CELA2A;CPB1;COL14A1;COL25A1;KCNJ13;COL12A1;SLC1A1;SLC8A3;COL1A2;COL6A2;COL7A1;COL6A1;COL8A2;COL10A1
KEGG_2021_Human	Fc epsilon RI signaling pathway	10/68	5.059041e-01	9.999939e-01	0	0	1.041058e+00	7.093853e-01	VAV3;LYN;MAP2K4;PDPK1;AKT3;AKT1;PIK3CB;RAC1;MS4A2;MAP2K7
KEGG_2021_Human	Retinol metabolism	10/68	5.059041e-01	9.999939e-01	0	0	1.041058e+00	7.093853e-01	SDR16C5;CYP2A7;UGT1A1;ADH1C;AWAT2;RDH5;UGT2B4;HSD17B6;BCO1;DHRS4
KEGG_2021_Human	Carbohydrate digestion and absorption	7/47	5.095833e-01	9.999939e-01	0	0	1.056667e+00	7.123646e-01	MGAM2;G6PC3;AKT3;AKT1;PIK3CB;HK2;HK1
KEGG_2021_Human	Nucleotide excision repair	7/47	5.095833e-01	9.999939e-01	0	0	1.056667e+00	7.123646e-01	POLD3;CCNH;ERCC4;POLD1;ERCC5;GTF2H3;POLE
KEGG_2021_Human	Fluid shear stress and atherosclerosis	20/139	5.129816e-01	9.999939e-01	0	0	1.014776e+00	6.773784e-01	PIAS4;GSTM4;MAP2K4;JUN;HSP90AA1;PRKAA1;SRC;CAV1;ITGB3;PLAT;PIK3CB;FOS;SELE;GSTA5;GSTA3;AKT3;AKT1;RAC1;MAP2K7;BMPR1B
KEGG_2021_Human	Measles	20/139	5.129816e-01	9.999939e-01	0	0	1.014776e+00	6.773784e-01	IFNAR2;JUN;CSNK2A1;STAT2;HSPA6;IFNA2;MSN;ADAR;PIK3CB;FOS;TBK1;CDK6;CCND1;TRAF6;AKT3;RACK1;AKT1;CD46;IFNAR1;BCL2L1
KEGG_2021_Human	SNARE interactions in vesicular transport	5/33	5.133028e-01	9.999939e-01	0	0	1.078226e+00	7.190578e-01	VAMP8;VAMP7;STX16;STX8;VAMP4
KEGG_2021_Human	Glycosaminoglycan degradation	3/19	5.195844e-01	9.999939e-01	0	0	1.132133e+00	7.412369e-01	HEXB;GUSB;ARSB
KEGG_2021_Human	Renal cell carcinoma	10/69	5.254986e-01	9.999939e-01	0	0	1.023353e+00	6.584333e-01	FLCN;PAK1;CREBBP;JUN;AKT3;ARAF;AKT1;PIK3CB;RAC1;PAK5
KEGG_2021_Human	Thermogenesis	33/232	5.264395e-01	9.999939e-01	0	0	1.001174e+00	6.423718e-01	SMARCD1;PRKAA1;COX15;NDUFB11;COX18;COX17;PRKAG1;UCP1;ATP5MC2;PRKAG2;ADCY3;NDUFB1;LIPE;CREB3L4;NPPA;COX8A;SMARCE1;SMARCC2;COA1;NDUFA3;NDUFA2;TSC2;FRS2;SIRT6;TSC1;PRKAB1;ATP5F1D;ADCY9;CREB1;NDUFS7;RPS6KB2;GNAS;PNPLA2
KEGG_2021_Human	Growth hormone synthesis, secretion and action	17/119	5.306177e-01	9.999939e-01	0	0	1.006254e+00	6.376766e-01	MAP2K4;CREBBP;IRS1;ADCY3;PIK3CB;FOS;SSTR1;ADCY9;CREB1;CREB3L4;GNAQ;GHRH;AKT3;GNAS;AKT1;GHRL;JUNB
KEGG_2021_Human	TNF signaling pathway	16/112	5.321167e-01	9.999939e-01	0	0	1.006251e+00	6.348364e-01	MAP2K4;JUN;PIK3CB;FOS;NOD2;SELE;CASP7;MMP14;RPS6KA5;CREB1;CREB3L4;AKT3;BCL3;AKT1;MAP2K7;JUNB
KEGG_2021_Human	Tight junction	24/169	5.350704e-01	9.999939e-01	0	0	9.992707e-01	6.249009e-01	PATJ;JUN;PRKAA1;SRC;PRKAG1;MSN;PRKAG2;PRKAB1;TIAM1;SLC9A3R1;TUBA1C;TUBA3E;PARD6B;CCND1;CLDN9;CLDN19;MICALL2;SYMPK;RAC1;WHAMM;SYNPO;EZR;MAP2K7;TJP3
KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	1/5	5.353265e-01	9.999939e-01	0	0	1.509504e+00	9.432564e-01	GLUD1
KEGG_2021_Human	Apoptosis	20/142	5.539129e-01	9.999939e-01	0	0	9.896481e-01	5.846325e-01	BECN1;JUN;PARP3;ENDOG;PARP1;PDPK1;HTRA2;PIK3CB;FOS;GADD45G;TP53AIP1;TUBA1C;TUBA3E;CASP7;BCL2L11;AKT3;AKT1;CASP2;BCL2L1;CTSB
KEGG_2021_Human	Salmonella infection	35/249	5.558074e-01	9.999939e-01	0	0	9.872515e-01	5.798458e-01	RAB5B;RAB5C;AHNAK;CSE1L;GCC2;PIK3CB;PIK3C2B;CYTH3;TUBA1C;TUBA3E;PAK1;CASP7;AKT3;AKT1;MYL10;RAC1;MAP2K7;KPNA1;DYNC2H1;GSDMD;MAP2K4;JUN;HSP90AA1;M6PR;FOS;RHOB;TRAF6;VPS41;PLEKHM1;PFN4;DYNLRB2;TLR6;DYNLRB1;RAB7B;EXOC2
KEGG_2021_Human	One carbon pool by folate	3/20	5.558442e-01	9.999939e-01	0	0	1.065475e+00	6.257183e-01	AMT;MTHFR;MTHFS
KEGG_2021_Human	Complement and coagulation cascades	12/85	5.571008e-01	9.999939e-01	0	0	9.924004e-01	5.805633e-01	C3;SERPINB2;C1S;SERPIND1;FGG;CFI;CFHR3;PLAUR;PLAT;PLG;CD46;SERPINA5
KEGG_2021_Human	Synaptic vesicle cycle	11/78	5.602692e-01	9.999939e-01	0	0	9.911639e-01	5.742188e-01	ATP6V1A;ATP6V0E1;SLC1A1;CACNA1B;SLC1A2;ATP6V1H;CPLX2;ATP6V1G3;CPLX1;SLC6A3;ATP6V1F
